AIRFOIL_CODE,ATTACK_ANGLE,KJ_LIFT,STD_LIFT,MEAN_CAMBER_Y_VALS,THICKNESSES
7816,-10,0.328293,0.322045, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,-8,0.569007,0.56192, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,-6,0.809027,0.802764, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,-4,1.048062,1.043404, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,-2,1.285819,1.282668, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,0,1.52201,1.519389, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,2,1.756347,1.752416, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,4,1.988544,1.980611, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,6,2.218318,2.202864, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,8,2.44539,2.418092, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,10,2.669482,2.625246, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,12,2.890322,2.823318, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7816,14,3.10764,3.011341, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.062437  0.076501  0.080023  0.077373  0.070587  0.060845  0.048852  0.034975  0.019303  0.00168 ]
7818,-14,-0.156573,-0.152791, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,-12,0.089123,0.086014, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,-10,0.33471,0.328174, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,-8,0.579889,0.57251, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,-6,0.824361,0.81783, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,-4,1.067829,1.06294, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,-2,1.309996,1.306645, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,0,1.550567,1.547758, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,2,1.789249,1.785105, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,4,2.025751,2.01753, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,6,2.259785,2.243899, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,8,2.491066,2.46311, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,10,2.719312,2.674095, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,12,2.944245,2.875826, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7818,14,3.16559,3.067321, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.070242  0.086063  0.090026  0.087045  0.07941  0.068451  0.054959  0.039347  0.021716  0.00189 ]
7820,-14,-0.159243,-0.155588, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,-12,0.090784,0.087436, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,-10,0.3407,0.333873, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,-8,0.5902,0.582523, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,-6,0.838982,0.832173, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,-4,1.086742,1.081607, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,-2,1.333177,1.329611, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,0,1.577988,1.574975, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,2,1.820877,1.816505, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,4,2.061547,2.053024, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,6,2.299706,2.283379, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,8,2.535063,2.506449, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,10,2.767331,2.721146, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,12,2.996227,2.926425, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7820,14,3.221474,3.121285, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
7822,-14,-0.162106,-0.158579, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,-12,0.092148,0.08856, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,-10,0.34629,0.33917, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,-8,0.60001,0.592028, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,-6,0.852999,0.845903, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,-4,1.104948,1.099558, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,-2,1.355552,1.351757, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,0,1.604503,1.601272, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,2,1.851501,1.846888, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,4,2.096242,2.087406, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,6,2.338429,2.321656, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,8,2.577767,2.548497, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,10,2.813965,2.766823, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,12,3.046735,2.97557, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7822,14,3.275792,3.173722, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
7824,-14,-0.165204,-0.161802, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,-12,0.093202,0.089375, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,-10,0.351494,0.344078, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,-8,0.609358,0.601067, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,-6,0.866479,0.859091, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,-4,1.122545,1.116891, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,-2,1.377243,1.373211, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,0,1.630264,1.626804, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,2,1.881298,1.876433, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,4,2.13004,2.120883, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,6,2.376187,2.358962, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,8,2.619438,2.589511, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,10,2.859499,2.811405, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,12,3.096075,3.023566, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7824,14,3.32888,3.224957, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
7826,-14,-0.168569,-0.165289, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,-12,0.093932,0.089867, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,-10,0.356319,0.348606, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,-8,0.618271,0.609669, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,-6,0.87947,0.871783, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,-4,1.139597,1.133671, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,-2,1.398336,1.394058, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,0,1.655372,1.651674, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,2,1.91039,1.905265, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,4,2.163081,2.153596, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,6,2.413137,2.395456, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,8,2.660253,2.629667, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,10,2.904127,2.855088, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,12,3.144463,3.070621, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7826,14,3.380969,3.275216, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
7828,-14,-0.172225,-0.169063, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,-12,0.094328,0.090026, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,-10,0.360766,0.352757, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,-8,0.626764,0.617849, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,-6,0.891999,0.88401, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,-4,1.156148,1.149944, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,-2,1.418887,1.414355, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,0,1.679898,1.675955, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,2,1.938862,1.933469, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,4,2.195464,2.185644, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,6,2.449392,2.43125, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,8,2.700335,2.66909, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,10,2.947988,2.898007, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,12,3.192049,3.116885, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7828,14,3.432221,3.324656, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
7830,-14,-0.176195,-0.173145, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
7830,-12,0.094378,0.089844, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
7830,-10,0.364835,0.356531, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
7830,-8,0.634849,0.625618, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
7830,-6,0.904088,0.895793, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
7830,-4,1.172227,1.16574, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
7830,-2,1.438937,1.434145, [ 0  0.016406  0.030625  0.042656  0.0525  0.060156  0.065625  0.068906  0.07  0.0525  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
